subcategoria,campo_unificado,var,var_alias,description,5,6,is_category,values
Genética,rs887912_A,rs887912_A,rs887912_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs243021_G,rs243021_G,rs243021_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs13400937_C,rs13400937_C,rs13400937_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2241883_G,rs2241883_G,rs2241883_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs260690_A,rs260690_A,rs260690_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1143634_A,rs1143634_A,rs1143634_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7566605_C,rs7566605_C,rs7566605_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs9287423_A,rs9287423_A,rs9287423_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10496971_C,rs10496971_C,rs10496971_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3923113_C,rs3923113_C,rs3923113_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10195252_G,rs10195252_G,rs10195252_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs560887_A,rs560887_A,rs560887_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2627037_A,rs2627037_A,rs2627037_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2373067_G,rs2373067_G,rs2373067_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2943641_A,rs2943641_A,rs2943641_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2972146_C,rs2972146_C,rs2972146_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2943650_G,rs2943650_G,rs2943650_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3752895_A,rs3752895_A,rs3752895_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3792267_A,rs3792267_A,rs3792267_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10510228_G,rs10510228_G,rs10510228_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10865710_G,rs10865710_G,rs10865710_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1801282_G,rs1801282_G,rs1801282_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3856806_A,rs3856806_A,rs3856806_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2290159_C,rs2290159_C,rs2290159_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs9809104_G,rs9809104_G,rs9809104_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4607103_A,rs4607103_A,rs4607103_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6548616_G,rs6548616_G,rs6548616_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs13078807_G,rs13078807_G,rs13078807_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs12629908_A,rs12629908_A,rs12629908_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs11708067_G,rs11708067_G,rs11708067_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs9845457_G,rs9845457_G,rs9845457_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs734873_A,rs734873_A,rs734873_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs11920090_A,rs11920090_A,rs11920090_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2030763_G,rs2030763_G,rs2030763_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4402960_A,rs4402960_A,rs4402960_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1470579_C,rs1470579_C,rs1470579_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7647305_A,rs7647305_A,rs7647305_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs9816226_T,rs9816226_T,rs9816226_T,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs17300539_A,rs17300539_A,rs17300539_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs266729_C,rs266729_C,rs266729_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2241766_C,rs2241766_C,rs2241766_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1501299_A,rs1501299_A,rs1501299_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs16861329_A,rs16861329_A,rs16861329_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1513181_G,rs1513181_G,rs1513181_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10010131_A,rs10010131_A,rs10010131_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs734312_G,rs734312_G,rs734312_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs13125646_A,rs13125646_A,rs13125646_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6449213_G,rs6449213_G,rs6449213_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs8192678_A,rs8192678_A,rs8192678_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2970847_A,rs2970847_A,rs2970847_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10007810_A,rs10007810_A,rs10007810_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10938397_G,rs10938397_G,rs10938397_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1369093_G,rs1369093_G,rs1369093_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs385194_G,rs385194_G,rs385194_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2054576_G,rs2054576_G,rs2054576_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1800591_A,rs1800591_A,rs1800591_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs11724758_A,rs11724758_A,rs11724758_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1800592_G,rs1800592_G,rs1800592_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2702414_A,rs2702414_A,rs2702414_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2354124_G,rs2354124_G,rs2354124_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs316598_G,rs316598_G,rs316598_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs870347_C,rs870347_C,rs870347_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6451722_A,rs6451722_A,rs6451722_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs12654264_A,rs12654264_A,rs12654264_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3846662_G,rs3846662_G,rs3846662_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2112347_C,rs2112347_C,rs2112347_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4457053_G,rs4457053_G,rs4457053_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6235_C,rs6235_C,rs6235_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1042713_A,rs1042713_A,rs1042713_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1042714_C,rs1042714_C,rs1042714_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6556352_A,rs6556352_A,rs6556352_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2036402_G,rs2036402_G,rs2036402_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6422347_G,rs6422347_G,rs6422347_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1040045_G,rs1040045_G,rs1040045_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3734398_A,rs3734398_A,rs3734398_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2504853_G,rs2504853_G,rs2504853_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs9370867_A,rs9370867_A,rs9370867_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7754840_C,rs7754840_C,rs7754840_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7756992_G,rs7756992_G,rs7756992_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7745461_A,rs7745461_A,rs7745461_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4712652_G,rs4712652_G,rs4712652_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2328848_G,rs2328848_G,rs2328848_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs909253_G,rs909253_G,rs909253_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1800629_A,rs1800629_A,rs1800629_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2844479_C,rs2844479_C,rs2844479_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs206936_A,rs206936_A,rs206936_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2016520_G,rs2016520_G,rs2016520_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs987237_G,rs987237_G,rs987237_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs12525751_A,rs12525751_A,rs12525751_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1044498_C,rs1044498_C,rs1044498_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4463276_G,rs4463276_G,rs4463276_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1871428_G,rs1871428_G,rs1871428_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs757705_A,rs757705_A,rs757705_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs731257_G,rs731257_G,rs731257_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2191349_A,rs2191349_A,rs2191349_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1800795_G,rs1800795_G,rs1800795_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs864745_G,rs864745_G,rs864745_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs32314_A,rs32314_A,rs32314_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2330442_A,rs2330442_A,rs2330442_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1799884_A,rs1799884_A,rs1799884_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4607517_A,rs4607517_A,rs4607517_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs17145738_A,rs17145738_A,rs17145738_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3812316_C,rs3812316_C,rs3812316_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4717865_A,rs4717865_A,rs4717865_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs662_A,rs662_A,rs662_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs705308_C,rs705308_C,rs705308_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1799768_A,rs1799768_A,rs1799768_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2167270_A,rs2167270_A,rs2167270_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs972283_A,rs972283_A,rs972283_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7803075_G,rs7803075_G,rs7803075_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10236187_A,rs10236187_A,rs10236187_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7809589_C,rs7809589_C,rs7809589_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10108270_A,rs10108270_A,rs10108270_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs9987289_A,rs9987289_A,rs9987289_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs17150703_A,rs17150703_A,rs17150703_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs545854_C,rs545854_C,rs545854_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2293855_A,rs2293855_A,rs2293855_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3943253_A,rs3943253_A,rs3943253_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs328_G,rs328_G,rs328_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1471939_A,rs1471939_A,rs1471939_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4994_G,rs4994_G,rs4994_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2081687_A,rs2081687_A,rs2081687_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs12544346_A,rs12544346_A,rs12544346_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs896854_A,rs896854_A,rs896854_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs13266634_A,rs13266634_A,rs13266634_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7844723_A,rs7844723_A,rs7844723_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs17321515_G,rs17321515_G,rs17321515_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2954029_T,rs2954029_T,rs2954029_T,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7034200_C,rs7034200_C,rs7034200_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs343473_A,rs343473_A,rs343473_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1408801_A,rs1408801_A,rs1408801_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs564398_G,rs564398_G,rs564398_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1333049_G,rs1333049_G,rs1333049_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs518417_A,rs518417_A,rs518417_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs13292136_A,rs13292136_A,rs13292136_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2306040_G,rs2306040_G,rs2306040_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2230806_A,rs2230806_A,rs2230806_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10513300_G,rs10513300_G,rs10513300_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs867559_A,rs867559_A,rs867559_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2073821_A,rs2073821_A,rs2073821_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs12779790_G,rs12779790_G,rs12779790_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1802295_A,rs1802295_A,rs1802295_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4746136_G,rs4746136_G,rs4746136_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1111875_A,rs1111875_A,rs1111875_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7923837_G,rs7923837_G,rs7923837_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2068888_A,rs2068888_A,rs2068888_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10885122_A,rs10885122_A,rs10885122_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7903146_A,rs7903146_A,rs7903146_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs12255372_A,rs12255372_A,rs12255372_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4918842_A,rs4918842_A,rs4918842_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1801253_C,rs1801253_C,rs1801253_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4880436_A,rs4880436_A,rs4880436_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2237892_A,rs2237892_A,rs2237892_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2237895_A,rs2237895_A,rs2237895_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs979752_A,rs979752_A,rs979752_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10839880_G,rs10839880_G,rs10839880_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4929949_A,rs4929949_A,rs4929949_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1837606_A,rs1837606_A,rs1837606_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs5215_G,rs5215_G,rs5215_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs5219_A,rs5219_A,rs5219_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs757110_C,rs757110_C,rs757110_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2946788_C,rs2946788_C,rs2946788_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs925946_A,rs925946_A,rs925946_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6265_A,rs6265_A,rs6265_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7480010_G,rs7480010_G,rs7480010_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3740878_A,rs3740878_A,rs3740878_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs11605924_C,rs11605924_C,rs11605924_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7944584_T,rs7944584_T,rs7944584_T,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10838738_G,rs10838738_G,rs10838738_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs174537_C,rs174537_C,rs174537_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs174546_G,rs174546_G,rs174546_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs174550_A,rs174550_A,rs174550_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs11227699_A,rs11227699_A,rs11227699_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs614080_A,rs614080_A,rs614080_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1695_A,rs1695_A,rs1695_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1562194_C,rs1562194_C,rs1562194_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1660861_G,rs1660861_G,rs1660861_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1552224_C,rs1552224_C,rs1552224_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs591804_G,rs591804_G,rs591804_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs660339_A,rs660339_A,rs660339_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs659366_A,rs659366_A,rs659366_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1800849_A,rs1800849_A,rs1800849_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs539343_G,rs539343_G,rs539343_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4944217_A,rs4944217_A,rs4944217_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1387153_A,rs1387153_A,rs1387153_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10830963_G,rs10830963_G,rs10830963_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7106340_A,rs7106340_A,rs7106340_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6589564_G,rs6589564_G,rs6589564_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs964184_C,rs964184_C,rs964184_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3135506_G,rs3135506_G,rs3135506_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs662799_G,rs662799_G,rs662799_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs948028_C,rs948028_C,rs948028_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs11220462_A,rs11220462_A,rs11220462_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs16928751_A,rs16928751_A,rs16928751_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs5443_A,rs5443_A,rs5443_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2416791_A,rs2416791_A,rs2416791_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs214678_G,rs214678_G,rs214678_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7138803_A,rs7138803_A,rs7138803_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1153188_A,rs1153188_A,rs1153188_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs772262_A,rs772262_A,rs772262_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7961581_G,rs7961581_G,rs7961581_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7316821_A,rs7316821_A,rs7316821_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs35767_A,rs35767_A,rs35767_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10778660_A,rs10778660_A,rs10778660_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1169288_C,rs1169288_C,rs1169288_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1169300_A,rs1169300_A,rs1169300_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2259816_A,rs2259816_A,rs2259816_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7957197_A,rs7957197_A,rs7957197_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs12310367_G,rs12310367_G,rs12310367_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs838880_G,rs838880_G,rs838880_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs9319336_A,rs9319336_A,rs9319336_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7997709_A,rs7997709_A,rs7997709_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1408888_C,rs1408888_C,rs1408888_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs9530435_A,rs9530435_A,rs9530435_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs9546651_G,rs9546651_G,rs9546651_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs9522149_G,rs9522149_G,rs9522149_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1760921_G,rs1760921_G,rs1760921_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10141971_A,rs10141971_A,rs10141971_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2357442_A,rs2357442_A,rs2357442_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1950993_C,rs1950993_C,rs1950993_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10146997_G,rs10146997_G,rs10146997_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3784230_G,rs3784230_G,rs3784230_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs12439433_G,rs12439433_G,rs12439433_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs10468017_A,rs10468017_A,rs10468017_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1800588_G,rs1800588_G,rs1800588_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs17302400_A,rs17302400_A,rs17302400_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7164773_G,rs7164773_G,rs7164773_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs11071657_A,rs11071657_A,rs11071657_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2241423_G,rs2241423_G,rs2241423_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7178572_A,rs7178572_A,rs7178572_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs11634397_A,rs11634397_A,rs11634397_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2028299_C,rs2028299_C,rs2028299_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs8042680_C,rs8042680_C,rs8042680_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs8035124_A,rs8035124_A,rs8035124_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4984913_A,rs4984913_A,rs4984913_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4781011_C,rs4781011_C,rs4781011_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7498665_G,rs7498665_G,rs7498665_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs6499640_A,rs6499640_A,rs6499640_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs8050136_A,rs8050136_A,rs8050136_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs9939609_A,rs9939609_A,rs9939609_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs3764261_A,rs3764261_A,rs3764261_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1800775_C,rs1800775_C,rs1800775_C,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs708272_G,rs708272_G,rs708272_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs918703_G,rs918703_G,rs918703_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs818386_A,rs818386_A,rs818386_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2271293_A,rs2271293_A,rs2271293_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs328384_A,rs328384_A,rs328384_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1424233_G,rs1424233_G,rs1424233_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs75493593_A,rs75493593_A,rs75493593_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs13342232_G,rs13342232_G,rs13342232_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs13342692_G,rs13342692_G,rs13342692_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs11868035_G,rs11868035_G,rs11868035_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs2297508_G,rs2297508_G,rs2297508_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs1027872_A,rs1027872_A,rs1027872_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs757210_A,rs757210_A,rs757210_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs4430796_G,rs4430796_G,rs4430796_G,Datos géneticos,,,TRUE,{'is_category': 'true'}
Genética,rs7501939_A,rs7501939_A,rs7501939_A,Datos géneticos,,,TRUE,{'is_category': 'true'}
